"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code"
"Big Mamma's Boy","2","3.5","Cabbagetown","cMrCi3nAcBi3aUKDRAySiw","""['Monday 16:30-23:0', 'Tuesday 16:30-23:0', 'Wednesday 16:30-23:0', 'Thursday 16:30-23:0', 'Friday 16:30-23:0', 'Saturday 16:30-23:0', 'Sunday 11:0-23:0']""","0","554 Parliament St","12","-79.3690606","43.667001","M4X 1P6"
"Cafe Diplomatico","2","3","Little Italy","JK_DiDwbl7HX5OhCAh3h4g","""['Monday 8:0-1:0', 'Tuesday 8:0-1:0', 'Wednesday 8:0-1:0', 'Thursday 8:0-1:0', 'Friday 8:0-2:0', 'Saturday 8:0-2:0', 'Sunday 8:0-1:0']""","1","594 College St","137","-79.413732","43.655255","M6G 1B3"
"Trattoria Nervosa","2","3.5","Yorkville","VA95qAV2PRH9gtTi2Vfv4Q","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 12:0-22:0']""","1","75 Yorkville Avenue","198","-79.3910854","43.6710199","M5R"
"Espressamente illy","2","3.5","","i0bD4WCmVHdK92L73CNbgQ","""['Monday 8:30-21:0', 'Tuesday 8:30-21:0', 'Wednesday 8:30-21:0', 'Thursday 8:30-21:0', 'Friday 8:30-21:0', 'Saturday 8:30-21:0', 'Sunday 10:0-19:0']""","1","""Yordale Shopping Centre, 3401 Dufferin St""","38","-79.45265293","43.72645219","M6A 3A1"
"Queen Margherita Pizza - Baby Point","2","3.5","Bloor-West Village","cA9LmSotIsN3C8zCI94--A","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']""","1","785 Annette Street","62","-79.4877396","43.6581688","M6S 2E4"
"Mattachioni","2","4.5","The Junction","dGuRCJV66l-K7flfrwEgaA","""['Monday 8:0-22:0', 'Tuesday 8:0-22:0', 'Wednesday 8:0-22:0', 'Thursday 8:0-22:0', 'Friday 8:0-22:0', 'Saturday 8:0-22:0', 'Sunday 8:0-22:0']""","1","1617 Dupont Street","19","-79.45497255","43.66487589","M6P 3S8"
"Camarra's Pizzeria & Restaurant","2","3","","IN8BHY7zkhjUxUh4qnbrHg","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 16:0-22:0', 'Sunday 16:0-22:0']""","1","2899 Dufferin Street","17","-79.4533227","43.7083956","M6B 3S7"
"Harvest Kitchen","2","4","","IQ3esF7MvIOCbeVetW51Ng","""['Monday 17:0-21:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-21:0']""","1","124 Harbord Street","132","-79.4042678","43.6626306","M5S 1G8"
"Serra Ristorante","2","3","The Annex","BGK5N70oRV_o6RK7tDnlkw","","0","378 Bloor St W","12","-79.4062449","43.6662923","M5S 1X2"
"Alimento","2","4","","slguVsd_fIXyTkYQXNmANw","","0","522 King Street W","22","-79.3976214","43.645304","M5V 1L7"
"Raca Cafe and Bar","2","4.5","Parkdale","Bgf9B9d_2rDQHQvE9TnOZg","""['Tuesday 11:0-16:30', 'Tuesday 17:0-23:0', 'Wednesday 11:0-16:30', 'Wednesday 17:0-23:0', 'Thursday 11:0-16:30', 'Thursday 17:0-23:0', 'Friday 11:0-16:30', 'Friday 17:0-23:0', 'Saturday 11:0-16:30', 'Sunday 11:0-16:30']""","1","1704 Queen Street W","12","-79.444963","43.638961","M6R 1B3"
"Li'ly Resto Lounge","2","2.5","Little Italy","BgKZkKE0Xd4Lqd6QMSK14w","""['Thursday 18:0-4:0', 'Friday 18:0-4:0', 'Saturday 18:0-4:0']""","1","656 College St","13","-79.4164025","43.6550743","M6G 1B8"
"Eat Fresh Be Healthy","2","4","Downtown Core","nyM76RUyFzekHHmYEU-KBQ","""['Monday 11:30-21:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-21:0', 'Friday 11:30-21:0', 'Saturday 15:0-21:0']""","0","185 Dundas Street W","170","-79.3866757","43.6549946","M5G 1C7"
"Fiore","2","3","Downtown Core","y8S8Ff33VKPdRNMFjrJLYA","","0","4 Temperance Street","4","-79.3790972","43.6510304","M5H 2T7"
"Crazy Tomato","2","3.5","","4HeS4zlbf-IbwEItbrISlw","","0","Saint Clair East At O'connor","11","-79.3128067","43.7053619","M4B"
"90 Second Pizzeria","2","3.5","Entertainment District","ZVJThf69z1Fu-CYm69_xDA","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-22:0']""","0","259 Queen Street W","6","-79.3890512","43.6501893","M5V 1Z4"
"Parkette","2","3.5","West Queen West","FeC5DeqINOSr37y5TABnKA","","0","874 Queen Street W","28","-79.4143964","43.6451986","M6J 1G3"
"Borsalino Restaurant & Bar","2","3.5","Scarborough","E_4qAaFMthmlF4hjLjtolg","""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-1:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-0:0']""","0","4505 Sheppard Avenue E","17","-79.26505689","43.78815332","M1S 1V3"
"Hey Lucy","2","2.5","The Annex","OyiOg9GYKzHI19EbnWqL8A","""['Monday 16:0-23:30', 'Tuesday 11:30-23:30', 'Wednesday 11:30-2:0', 'Thursday 11:30-0:0', 'Friday 11:30-2:0', 'Saturday 10:0-2:0', 'Sunday 10:0-23:0']""","1","440 Bloor Street W","90","-79.408497","43.6658099","M5R"
"Pizzeria Via Mercanti","2","4","Kensington Market","T7yKffTuhiIZclsgjfgowA","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-22:0']""","1","188 Augusta Avenue","147","-79.4019622","43.6541053","M5T 1M1"
"Pizzeria Via Mercanti","2","4","Leslieville","ngpwNIImAFfEl1wzaDDWGA","","1","1501 Gerrard Street East","19","-79.3196334","43.6724498","M4L 2A4"
"Uncle Tony's","2","4","St. Lawrence","mH_T6JbQkGdWcL0htKvNxA","""['Monday 11:30-22:30', 'Tuesday 11:30-22:30', 'Wednesday 11:30-22:30', 'Thursday 11:30-22:30', 'Friday 11:30-0:0', 'Saturday 17:0-0:0']""","1","38 Wellington Street E","29","-79.3750309","43.648368","M5E 1C7"
"Napolitan Brick Oven Pizza","2","4.5","Etobicoke","s7XVRYnDgohSDlwtta5euQ","""['Tuesday 12:0-21:0', 'Wednesday 12:0-21:0', 'Thursday 12:0-21:0', 'Friday 12:0-21:0', 'Saturday 12:0-21:0', 'Sunday 16:0-21:0']""","1","1020 Islington Avenue","19","-79.5186772","43.6310849","M8Z 6A4"
"Mr Ciao","2","3.5","Riverdale","Wppq3ceZDMNCr24X4i-kfw","""['Monday 17:0-2:0', 'Tuesday 17:0-2:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']""","0","598 Gerrard Street E","24","-79.3518608","43.665616","M4M 1Y3"
"Domino's Pizza","2","3","","wP6__WwjrJn_i1PdLLehtw","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","784 Eglinton Avenue E","5","-79.3670947","43.7132519","M4G 2L1"
"Mamma's Pizza","2","3","","dpP8fIiaxypAD7NBRf38fg","","1","808 York Mills Rd","6","-79.3594009","43.7531263","M3B"
"FBI PIZZA","2","3","Etobicoke","q3uuXi_U-Jqxsk5Nx1Iomw","""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-0:0']""","1","2336 Lake Shore Boulevard W","75","-79.488022","43.616765","M8V 1B8"
"Bar One Trattoria","2","4","West Queen West","sZMliOne4mADZ2-CqeanZg","""['Monday 17:0-22:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-2:0', 'Saturday 9:0-2:0', 'Sunday 9:0-23:0']""","0","924 Queen St W","17","-79.4158992","43.6448688","M6J 1G6"
"Falasca","2","4","Mount Pleasant and Davisville","WH6TE8U3B5BLRU2Ih4b4mw","""['Tuesday 11:0-16:30', 'Tuesday 17:30-22:0', 'Wednesday 11:0-16:30', 'Wednesday 17:30-22:0', 'Thursday 11:0-16:30', 'Thursday 17:30-22:0', 'Friday 11:0-16:30', 'Friday 17:30-23:0', 'Saturday 11:0-16:30', 'Saturday 17:30-23:0', 'Sunday 5:30-9:30', 'Sunday 11:0-16:30']""","0","2059 Yonge Street","51","-79.3972851","43.7020135","M4S 2A2"
"Pizza e Pazzi","2","2.5","Etobicoke","aYKicBsSzLKr76_bvsURZA","","0","9th Street Lakeshore Boulevard","7","-79.5076076","43.6002871","M8V"
"Pizzeria Libretto","2","3.5","Financial District","XT25YpQoNDuzAZHur-HZ8g","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""","1","155 University Avenue","182","-79.3848424","43.6485343","M5H 3B7"
"Pizza Rustica","2","3","Entertainment District","E9b73ETPw0VYUJ2_YSJJdQ","""['Monday 10:0-3:0', 'Tuesday 10:0-3:0', 'Wednesday 10:0-3:0', 'Thursday 10:0-3:0', 'Friday 10:0-3:0', 'Saturday 10:0-3:0', 'Sunday 10:0-3:0']""","1","37 Blue Jays Way","125","-79.391932","43.6450877","M5V 9G9"
"Pizzaiolo","2","2","Downtown Core","tBnkwWamzdO6X25sfV0Fyg","""['Monday 10:0-23:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-23:0', 'Friday 10:0-23:0', 'Saturday 10:0-23:0', 'Sunday 10:0-23:0']""","1","104 Yonge Street","10","-79.3781243","43.6498025","M5H 1A1"
"Frank's Pizza House Restaurant","2","3.5","Corso Italia","W8Rv62fsDCbDp0L-Vl1NFg","""['Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 16:0-22:0']""","1","1352 St Clair Avenue W","63","-79.4492976","43.6768656","M6E 1C4"
"Ferraro 502 Restaurant","2","4","","6LR0Eg5EAMEIES7CY7ITOg","","1","502 Eglinton Avenue W","29","-79.4132906","43.7037926","M5N 1A5"
"The Red Tomato","2","3","Entertainment District","CKJnoUSWocdVIj6Fqbgm5g","","1","321 King St W","45","-79.3907967","43.6461163","M5V 1J5"
"Bar Milano","2","2.5","Harbourfront","gMONN1bKUHlNKPrYGSADLQ","","1","207 Queens Quay W","44","-79.3808612","43.639499","M5J 1A7"
"Osteria Dei Ganzi","2","3.5","Church-Wellesley Village","liCPyfxs-CYXAV_zAmB9dw","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-22:0']""","0","504 Jarvis Street","51","-79.3789748","43.6672279","M4Y 2H6"
"Florentia","2","3.5","Mount Pleasant and Davisville","x1IPOlH_O5D3qZdZo6YyEA","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']""","1","579 Mount Pleasant Road","14","-79.3879764","43.7035596","M4S 2M5"
"Enzo","2","4","Niagara","6DWFVwgm3d9jfBUOkJuANQ","","0","646 Queen Street W","15","-79.4063241","43.6467407","M6J 1E4"
"Cellar Door","2","4","Etobicoke","MYCrFbGo2-ZiEYqpwiKsrw","""['Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0', 'Sunday 17:30-21:0']""","1","3003 Lake Shore Boulevard W","29","-79.507713","43.6001012","M8V 2B3"
"Da-Maria Pizzeria & Spaghetti House","2","2","","iAdj2sx6LHWt6_zM7U3GLw","""['Monday 12:0-0:30', 'Tuesday 12:0-0:30', 'Wednesday 12:0-0:30', 'Thursday 12:0-0:30', 'Friday 12:0-0:30', 'Saturday 12:0-0:30', 'Sunday 17:0-22:0']""","1","4 Kenwood Avenue","18","-79.4221371","43.6828248","M6C 2R7"
"Viva Napoli","2","3.5","Mount Pleasant and Davisville","gtfLQysuCBEAQk3wwWxwTg","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 12:0-15:0', 'Friday 17:0-23:0', 'Saturday 12:0-15:0', 'Saturday 17:0-23:0', 'Sunday 12:0-15:0', 'Sunday 17:0-21:30']""","1","679 Mt Pleasant Road","58","-79.3889253","43.7057591","M4S"
"Gusto 101","2","4","","B70iTJjcPkuYn8ouUewWgw","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-22:0']""","1","101 Portland Street","527","-79.40030934","43.64500213","M5V 2N3"
"PROP","2","3","Wychwood","oYCx5gO4KkkgYPnglSkk5g","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","770 St Clair Ave W","20","-79.4287714","43.6811416","M6C 2Z1"
"Terroni","2","3.5","Downtown Core","nBl_4gw5ecGzNkHyzfii8g","""['Monday 9:0-22:0', 'Tuesday 9:0-22:0', 'Wednesday 9:0-22:0', 'Thursday 9:0-22:0', 'Friday 9:0-23:0', 'Saturday 9:0-23:0', 'Sunday 17:0-22:0']""","1","57A Adelaide Street E","376","-79.3755384","43.6510056","M5C 1K6"
"Salto Antipasto Lounge","2","4.5","Wychwood","sw3HdidP3E9YiuuLVyfeNw","","1","1138 Davenport Road","5","-79.430894","43.6748309","M6G 2C6"
"Sambucas On Church","2","3.5","Church-Wellesley Village","RXyM7VrCiEFthJxQ4bGmBg","","1","489 Church Street","60","-79.3805507","43.665132","M4Y 2C6"
"Tavolino","2","4.5","Mount Pleasant and Davisville","RFbMVekR8lU9tPJ8sWrwHg","","1","619 Mount Pleasant Road","10","-79.3882299","43.7042291","M4S 2M5"
"Atlas One Cafe","2","4","Wychwood","ZXrjQxam_gy9t3SwzzhhJA","","0","820 St Clair Avenue W","4","-79.4307107","43.6807316","M6C 1B6"
"Pizzeria Libretto","2","4","Little Portugal","KVpvE6pOPM9KMvak4HFsNg","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""","1","221 Ossington Ave","463","-79.4203433","43.6490017","M6J 2Z8"
"Il Fornello Restaurant","2","3.5","Harbourfront","UcUEUd7a-vnHk14HcVgpDg","","0","207 Queens Quay W","20","-79.3808801","43.6392865","M5J 1A7"
"Alice Fazooli's","2","3","Entertainment District","M8jzd1hpwI8p0JqcBCINZw","","0","294 Adelaide Street W","28","-79.3908876","43.6477016","M5V 1P6"
"Pizza Roma & Restaurant","2","3","Dovercourt","Px3xYvClWb-wSjyERBFWNw","","0","1090 Bloor Street W","14","-79.4341132","43.6601487","M6H 1M6"
"Hey Lucy - Carlton","2","4","","9QgxFnsLqB1CHCA0F2bGzg","""['Monday 16:30-23:0', 'Tuesday 16:30-23:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0', 'Saturday 10:30-0:0', 'Sunday 10:30-23:0']""","1","229 Carlton Street","27","-79.3686058","43.6640012","M5A 2L2"
"Fusilli Restaurant","2","3.5","Corktown","jbbFyy2rl8x_7ssz-GifbQ","""['Monday 11:30-14:30', 'Monday 17:30-22:0', 'Tuesday 11:30-14:30', 'Wednesday 11:30-14:30', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:30', 'Thursday 17:30-22:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0']""","1","531 Queen Street E","18","-79.3571931","43.6570599","M5A 1V1"
"Paul's Spaghetti","2","4","East York","l7bLPv5G6JwOySt8Wo7xkg","","1","488 Cosburn Avenue","26","-79.3334094","43.6929867","M4J 2N5"
"Valens Restaurant","2","3.5","Downtown Core","Yqu3km0WcFRdUdrKan-LZA","","1","19 Baldwin Street","47","-79.3929561","43.6560979","M5T 1L1"
"Dimmi Bar & Trattoria","2","3.5","Yorkville","js9rQZAlA5rr7oSBRRcCDw","""['Monday 12:0-2:0', 'Tuesday 12:0-2:0', 'Wednesday 12:0-2:0', 'Thursday 12:0-2:0', 'Friday 12:0-2:0', 'Saturday 12:0-2:0', 'Sunday 12:0-2:0']""","1","140 Cumberland St","131","-79.3927098","43.6700945","M5R 1A8"
"Bugigattolo","2","4","Liberty Village","wpbKGlRAc41Oxh7qFXqO1A","""['Monday 11:0-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""","1","54 Fraser Avenue","22","-79.42369293","43.63652274","M6K 1Y6"
"A3 Napoli","2","4","Little Italy","7bkA-nYNZTAAXF9i5-o-Kw","","1","589 College Street","28","-79.4134057","43.6552211","M6G 1B2"
"Pizza Del Arte","2","4","","X4rqmQMJcpY4EajFAFTSlw","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 15:0-21:0']""","1","1480 Bathurst Street","16","-79.41857056","43.68352171","M5R"
"Piazzetta Trattoria 3","2","2.5","Mount Pleasant and Davisville","ee2oE4eBA_M5Zi4X7p5WyA","","0","2459 Yonge Street","5","-79.3993216","43.7114013","M4P 2H5"
"Daddyo's Pasta & Salads","2","4","University of Toronto","oHgCHC8a3QNJiB4-Ld0_kg","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-21:0']""","1","673 Spadina Avenue","64","-79.4023841","43.6646017","M5S 2H9"
"College Street Bar","2","3","Little Italy","SirdHmqK0LDKDQvJBYVLsA","""['Wednesday 5:0-2:0', 'Thursday 5:0-2:0', 'Friday 5:0-2:0', 'Saturday 5:0-2:0', 'Sunday 5:0-2:0']""","0","574 College Street","37","-79.4129672","43.6554165","M6G 1B3"
"Sambuca Grill","2","3.5","Downtown Core","2KooqK40Nd80sgIPE2ScyA","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 10:0-23:0', 'Sunday 10:0-22:30']""","1","21 Baldwin Street","33","-79.3929869","43.6559901","M5T 1L1"
"Nove Trattoria","2","4","Yonge and St. Clair","5RzR64HqnLRHo-MpZ129mQ","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 11:30-22:30', 'Sunday 17:0-21:0']""","1","1406 Yonge St","29","-79.393658","43.6867687","M4T 1Y5"
"Scaccia Restaurant","2","3","Yorkville","MDjIylNU6CYq9hR3Qe6hVA","""['Monday 10:0-20:0', 'Tuesday 10:0-20:0', 'Wednesday 10:0-20:0', 'Thursday 10:0-21:0', 'Friday 10:0-21:0', 'Saturday 10:0-20:0', 'Sunday 11:30-18:0']""","1","55 Bloor Street W","35","-79.3885937","43.6695671","M4W 1A5"
"Brigantino's","2","4.5","Greektown","BcK6nlLOs0RC3hxeVLaNdg","","1","401 Danforth Avenue","13","-79.351462","43.6773956","M4K 1P1"
"Watts Restaurant","2","3","Scarborough","wtgrvqXDjAFF4LvJW1X-1Q","","1","30 Eglinton Sq","9","-79.3007796","43.724114","M1L 4T2"
"Destingo","2","3","Niagara","ow3oP3cfmhlfmSsGaXe25Q","""['Monday 8:0-0:0', 'Tuesday 8:0-0:0', 'Wednesday 8:0-0:0', 'Thursday 8:0-0:0', 'Friday 8:0-0:0', 'Saturday 9:0-0:0', 'Sunday 9:0-0:0']""","0","741 Queen Street W","58","-79.4070247","43.6465726","M6J 1E5"
"Il Gusto Ristorante","2","3","Bickford Park","cbxyYUsJMWk1oEgzfoJ28A","","0","796 College St","8","-79.4213405","43.6547935","M6G 1C6"
"Il Sogno Ristorante","2","3.5","Mount Pleasant and Davisville","#NAME?","","1","1993 Yonge St","30","-79.396869","43.7005834","M4S 1Z8"
"Rocco Restaurant & Bar","2","4","Etobicoke","WwSwuMu_menj4BzTdrKUdQ","""['Monday 17:0-23:0', 'Tuesday 12:0-23:0', 'Wednesday 12:0-23:0', 'Thursday 12:0-23:0', 'Friday 12:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']""","1","2083 Lake Shore Boulevard W","17","-79.4774528","43.6300129","M8V 1A1"
"Hey Lucy","2","3.5","Entertainment District","PXN0l42g6IWp18NGJ7yn5w","""['Monday 16:0-23:30', 'Tuesday 11:30-23:30', 'Wednesday 11:30-2:0', 'Thursday 11:30-0:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-22:0']""","1","295 King Street W","146","-79.3901316","43.6463276","M5V 1J5"
"Pizza e Pazzi","2","3.5","","op0GPkK8YtpTQxSq80lEpw","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-23:0']""","0","672 St. Clair Avenue W","22","-79.4254574","43.6820353","M6C 1A9"
"Balsamico Ristorante","2","4.5","Mount Pleasant and Davisville","B9pMUND3peh4fFtGmqA4LA","","1","2029 Yonge St","16","-79.3972361","43.7015104","M4S 2A2"
"One Of A Kind","2","3","West Queen West","KBQcNy9k9G8_a5WtrVGH8w","""['Monday 11:0-23:30', 'Tuesday 11:0-23:30', 'Wednesday 11:0-23:30', 'Thursday 11:0-23:30', 'Friday 11:0-23:30', 'Saturday 17:0-23:30', 'Sunday 17:0-22:30']""","0","746 Queen Street W","35","-79.4101836","43.6462375","M6J 1E9"
"Cinquecento Trattoria","2","3.5","Liberty Village","0Ovh4Vn9ntMt5Ara-ZP2sA","""['Monday 11:30-15:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 12:0-23:0']""","0","""Liberty Village, 109 Atlantic Ave""","13","-79.4212152","43.6401061","M6K 1X4"
"Queen's Pasta Cafe","2","3.5","Swansea","djKTruHtS4n_vlfOknxjRw","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","1","2263 Bloor St W","52","-79.4779143","43.650588","M6S 1N8"
"Pastabilities","2","3.5","St. Lawrence","S8_W8gxq1I5r61iiy_Xt0w","","0","95 King Street E","11","-79.3746797","43.6497601","M5C"
"Mercatto","2","3.5","Discovery District","pwtTn72x7Nqp1imaXw9LvQ","""['Monday 8:0-22:0', 'Tuesday 8:0-22:0', 'Wednesday 8:0-22:0', 'Thursday 8:0-23:0', 'Friday 8:0-23:0', 'Saturday 17:0-23:0']""","1","101 College Street","53","-79.3883154","43.6597782","M5G 1L7"
"Sandra's Italian Kitchen","2","4.5","","C-1vkiwcWIuWCNYhwDLCow","","1","""2899 Steeles Avenue W, Unit 12""","3","-79.4917054","43.781904","M3J 3A1"
"Mercatto","2","3.5","Downtown Core","6I27BTuHI5PMvOBG4WS8NQ","""['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-23:0', 'Friday 7:0-23:0', 'Saturday 17:0-23:0']""","1","15 Toronto Street","100","-79.3759067","43.650317","M5C 2E3"
"Quattro 4 Ragazze","2","4","The Danforth","mAMWh1htdpk4jYJ6vOvM4g","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0']""","1","1792 Danforth Avenue","23","-79.3189197","43.6845807","M4C 1H8"
"Caffino Ristorante","2","4","Liberty Village","qRTbYc7ennnwfr992kfjdA","""['Monday 11:30-15:30', 'Tuesday 11:30-15:30', 'Tuesday 17:0-22:0', 'Wednesday 11:30-15:30', 'Wednesday 17:0-22:0', 'Thursday 11:30-15:30', 'Thursday 17:0-22:0', 'Friday 11:30-15:30', 'Friday 17:0-22:0', 'Saturday 16:0-22:0']""","1","1185 King Street W","59","-79.4256081","43.6391994","M6K 3C5"
"Piazza Manna","2","3","Downtown Core","sse9sgcNBnZoBCSSEyzDoQ","","1","161 Bay St","5","-79.3790009","43.6464758","M5J 2S4"
"True Restaurant","2","3","Yorkville","AbL1xoa1-RVFZwtAk_oYuw","","0","69 Yorkville Ave","10","-79.3909506","43.6711791","M5R 1B8"
"Nodo","2","4","The Junction","hcHaWzM5wfdAbCWs4zmmqg","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']""","1","2885 Dundas Street W","101","-79.46566164","43.6653384","M6P 1Y9"
"Arrabiata Trattoria","2","3.5","Downtown Core","An5srxEwSWXdm0AvlYMLCQ","""['Monday 11:0-22:0', 'Tuesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","0","692 Yonge St","3","-79.3858624","43.6676333","M4Y 2A6"
"Carpano","2","3.5","Palmerston","lPaMg95YRXAqiKMsfXsuEA","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-22:0', 'Saturday 12:0-22:0', 'Sunday 12:0-22:0']""","0","492 College St","7","-79.4097186","43.6562141","M6G 1A4"
"Gamberoni Restaurant","2","3","","ZBSha-zoPLias7wCQ0ZyVw","","1","3238 Yonge Street","15","-79.4035613","43.7295029","M4N 2L4"
"Pertino Restaurant","2","2.5","Leslieville","dZNA2tF7kXo7urqKytVHhQ","""['Monday 16:30-22:30', 'Tuesday 16:30-22:30', 'Wednesday 16:30-22:30', 'Thursday 16:30-22:30', 'Friday 16:30-22:30', 'Saturday 9:30-22:30', 'Sunday 9:30-22:30']""","0","1610 Queen Street E","6","-79.3168437","43.6663526","M4L 1G2"
"Camerini Ristorante","2","5","Mount Pleasant and Davisville","5vwA-2fU7A_QY7MqLeHQCg","","0","709 Mount Pleasant Road","6","-79.3894361","43.7066079","M4S 2N4"
